translation,reference,source,translation_clean,reference_clean,source_clean
 The device in the XML is even 50 Volts.,The primary coil has fifty laps.,A bobina primária tem cinquenta voltas., the device in the xml is even 50 volts ,the primary coil has fifty laps ,a bobina primária tem cinquenta voltas 
 But I had to do that.,But I had to do it.,Mas eu tive que fazer isso., but i had to do that ,but i had to do it ,mas eu tive que fazer isso 
 This family is enjoying.,That family is having dinner.,Esta família está jantando., this family is enjoying ,that family is having dinner ,esta família está jantando 
 This tomidium10 isn't legally perfικά,This blurry CAT scan doesn’t help me a lot with the diagnostic.,Essa tomografia embaçada não me ajuda muito com o diagnóstico., this tomidium10 isn t legally perfικά,this blurry cat scan doesn t help me a lot with the diagnostic ,essa tomografia embaçada não me ajuda muito com o diagnóstico 
 two v extации are seen in a large purple sim card,Two kids are looking at a giant bubble floating through the air.,Duas crianças estão vendo uma bolha gigante flutuar pelo ar., two v extации are seen in a large purple sim card,two kids are looking at a giant bubble floating through the air ,duas crianças estão vendo uma bolha gigante flutuar pelo ar 
" He предложed開任務, and put his voice in that room.",He compliments the sea and runs away from it.,Ele elogia o mar e foge dele., he предложed開任務 and put his voice in that room ,he compliments the sea and runs away from it ,ele elogia o mar e foge dele 
" In which I was not reminded of this agreement, the new generations are applicable.","Regarding what was not agreed in this agreement, the general rules apply.","No que não foi acordado neste acordo, as normas gerais são aplicáveis.", in which i was not reminded of this agreement the new generations are applicable ,regarding what was not agreed in this agreement the general rules apply ,no que não foi acordado neste acordo as normas gerais são aplicáveis 
" The activities will be carried out in all the catalogues, both personally and in space.","The activities will be carried out throughout Catalonia, both personally and in hyperspace.","As atividades serão realizadas em toda a Catalunha, tanto pessoalmente como no hiperespaço.", the activities will be carried out in all the catalogues both personally and in space ,the activities will be carried out throughout catalonia both personally and in hyperspace ,as atividades serão realizadas em toda a catalunha tanto pessoalmente como no hiperespaço 
" Two women, becoming the parties in that Race Man, breathing a whole lot",Two women wearing mini skirts and high heels talking with a man.,Duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem., two women becoming the parties in that race man breathing a whole lot,two women wearing mini skirts and high heels talking with a man ,duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem 
 What do you want me to say?,What do you want me to say?,O que você quer que eu diga?, what do you want me to say ,what do you want me to say ,o que você quer que eu diga 
 A woman is selecting fresh food from the market to the free.,A woman is picking fresh groceries from an outdoor market.,Uma mulher está selecionando alimentos frescos de um mercado ao ar livre., a woman is selecting fresh food from the market to the free ,a woman is picking fresh groceries from an outdoor market ,uma mulher está selecionando alimentos frescos de um mercado ao ar livre 
" In our French way we were listening to music, reggae and smoking a choir.","On our way to San Francisco, we were listening to reggae music and smoking pot.","Em nosso caminho para São Francisco, estávamos ouvindo música reggae e fumando maconha.", in our french way we were listening to music reggae and smoking a choir ,on our way to san francisco we were listening to reggae music and smoking pot ,em nosso caminho para são francisco estávamos ouvindo música reggae e fumando maconha 
 The black shirt is singing in a microphone.,A man in a black shirt is singing into a microphone.,um homem de camisa preta está cantando em um microfone., the black shirt is singing in a microphone ,a man in a black shirt is singing into a microphone ,um homem de camisa preta está cantando em um microfone 
" A more green Asian person, a vegetarian mixture in a large cube.",An older Asian lady is mixing vegetables in a large vat.,Uma pessoa asiática mais velha mistura vegetais em uma grande cuba, a more green asian person a vegetarian mixture in a large cube ,an older asian lady is mixing vegetables in a large vat ,uma pessoa asiática mais velha mistura vegetais em uma grande cuba
 Two women walking in an indigenous area.,Two women walking in a poor neighborhood.,duas mulheres caminhando em uma área de indigência., two women walking in an indigenous area ,two women walking in a poor neighborhood ,duas mulheres caminhando em uma área de indigência 
 A girl dancing on the cauldron-,A girl dances on the sidewalk.,Uma menina dança na calçada., a girl dancing on the cauldron ,a girl dances on the sidewalk ,uma menina dança na calçada 
" The boy also spoke, but far from the alchemist.","The boy jumped too, but farther away from the alchemist.","O menino pulou também?, mas longe do alquimista.", the boy also spoke but far from the alchemist ,the boy jumped too but farther away from the alchemist ,o menino pulou também mas longe do alquimista 
 a family walking around,A family walking down the street.,Uma família andando pela rua., a family walking around,a family walking down the street ,uma família andando pela rua 
 She sang while holding the lamp obeyed by Wankata.,He sang while he spilled lemonade all across the bench.,Ela cantou enquanto derramava limonada por toda a bancada., she sang while holding the lamp obeyed by wankata ,he sang while he spilled lemonade all across the bench ,ela cantou enquanto derramava limonada por toda a bancada 
 Particularly my cut couscous I like to eat well instead of grated.,"I actually prefer to eat my sliced couscous as it is, instead of grilled.","Particularmente, meu cuscuz cortado eu gosto de comer bem, em vez de grelhado.", particularly my cut couscous i like to eat well instead of grated ,i actually prefer to eat my sliced couscous as it is instead of grilled ,particularmente meu cuscuz cortado eu gosto de comer bem em vez de grelhado 
