translation,reference,source,translation_clean,reference_clean,source_clean
 A boy underwater with someone to help him swim.,A boy underwater with someone helping him to swim.,um rapaz debaixo de água com alguém a ajudá-lo a nadar, a boy underwater with someone to help him swim ,a boy underwater with someone helping him to swim ,um rapaz debaixo de água com alguém a ajudá lo a nadar
 Just a few minutes left.,Just a few minutes left,Apenas alguns minutos restantes, just a few minutes left ,just a few minutes left,apenas alguns minutos restantes
 Go to the nearest treasure and wait for the car.,Go to the nearest treasure and wait for the car.,Vá até o tesouro mais próximo e espere o carro., go to the nearest treasure and wait for the car ,go to the nearest treasure and wait for the car ,vá até o tesouro mais próximo e espere o carro 
 First rest in the center of visitors,First landing at the visitor center,Primeiro descanso no centro de visitantes, first rest in the center of visitors,first landing at the visitor center,primeiro descanso no centro de visitantes
" An Asian woman, an elderly woman, who prays with offerings at her disposal.",A praying elderly Asian woman with offerings on hand.,Uma mulher asiática idosa que reza com ofertas à disposição., an asian woman an elderly woman who prays with offerings at her disposal ,a praying elderly asian woman with offerings on hand ,uma mulher asiática idosa que reza com ofertas à disposição 
 With this we will record that we are talking about ancient Christians.,"With that, let's note that we speak of ancient Christians.","Com isso, vamos registrar que falamos de cristãos antigos.", with this we will record that we are talking about ancient christians ,with that let s note that we speak of ancient christians ,com isso vamos registrar que falamos de cristãos antigos 
 It's logical.,It’s logical.,É lógico., it s logical ,it s logical ,é lógico 
 A man is dressed in denim and is filming off camera.,A man is wearing denim and is smiling off-camera.,Um homem está vestido em denim e está sorrindo offcamera., a man is dressed in denim and is filming off camera ,a man is wearing denim and is smiling off camera ,um homem está vestido em denim e está sorrindo offcamera 
 We are planning to visit the Grand Canyon.,We are planning to visit the Grand Canyon.,Estamos planejando visitar o Grand Canyon., we are planning to visit the grand canyon ,we are planning to visit the grand canyon ,estamos planejando visitar o grand canyon 
 You can't see the planet with the naked eye.,You can’t see the planet with the naked eye.,Você não pode ver o planeta a olho nu., you can t see the planet with the naked eye ,you can t see the planet with the naked eye ,você não pode ver o planeta a olho nu 
 Nobody is trying to steal from you.,No one is trying to steal from you.,Ninguém está tentando roubar de você., nobody is trying to steal from you ,no one is trying to steal from you ,ninguém está tentando roubar de você 
 Three people walk through the snow using snow rakes and using slingshots.,Three people walk in the snow wearing snowshoes and using canes.,Três pessoas caminham pela neve usando raquetes de neve e usando bengalas., three people walk through the snow using snow rakes and using slingshots ,three people walk in the snow wearing snowshoes and using canes ,três pessoas caminham pela neve usando raquetes de neve e usando bengalas 
 Two young people practice kickboxing.,Two young men practice Kickboxing.,Dois jovens praticam Kickboxing., two young people practice kickboxing ,two young men practice kickboxing ,dois jovens praticam kickboxing 
" Please, give me stories of English and Scottish ballad shows.",Please share stories from the English and Scottish ballad show.,"Por favor, me dê histórias do show de baladas inglesas e escocesas.", please give me stories of english and scottish ballad shows ,please share stories from the english and scottish ballad show ,por favor me dê histórias do show de baladas inglesas e escocesas 
 Three girls are posing in elegant clothes near a tree and a building.,Three girls are posing with fancy clothes near a tree and a building,Três meninas estão posando em roupas elegantes perto de uma árvore e um edifício, three girls are posing in elegant clothes near a tree and a building ,three girls are posing with fancy clothes near a tree and a building,três meninas estão posando em roupas elegantes perto de uma árvore e um edifício
 The girl in a flower dress is talking to the ladies on the street.,The girl in a flower dress is talking to the ladies in the street,A menina em um vestido de flor está falando com as senhoras na rua, the girl in a flower dress is talking to the ladies on the street ,the girl in a flower dress is talking to the ladies in the street,a menina em um vestido de flor está falando com as senhoras na rua
 A person skis on a snow-covered hill.,A person skis on a hill covered in snow.,Uma pessoa esquia em uma colina coberta de neve., a person skis on a snow covered hill ,a person skis on a hill covered in snow ,uma pessoa esquia em uma colina coberta de neve 
 A boy carrying two green vegetables,A boy carrying two green vegetables.,Um menino carregando dois vegetais verdes., a boy carrying two green vegetables,a boy carrying two green vegetables ,um menino carregando dois vegetais verdes 
 A good thing is immediately taken away.,"Easy come, easy go.",Uma coisa boa é logo arrebatada., a good thing is immediately taken away ,easy come easy go ,uma coisa boa é logo arrebatada 
 A man sitting and looking at the phone.,A man sitting and staring at the phone.,um homem sentado e olhando para o telefone., a man sitting and looking at the phone ,a man sitting and staring at the phone ,um homem sentado e olhando para o telefone 
 A man in camouflage is teaching a class.,A man in camouflage is teaching a class.,Um homem em camuflagem está ensinando uma aula., a man in camouflage is teaching a class ,a man in camouflage is teaching a class ,um homem em camuflagem está ensinando uma aula 
 I felt like Bruce Wayne building his Batcaverna.,I felt like Bruce Wayne building his Batcave!,Eu me senti como Bruce Wayne construindo sua Batcaverna!, i felt like bruce wayne building his batcaverna ,i felt like bruce wayne building his batcave ,eu me senti como bruce wayne construindo sua batcaverna 
 The principal recruited several graduates offering high rewards.,The director recruited several graduates offering high rewards.,O diretor recrutou vários graduados oferecendo altas recompensas., the principal recruited several graduates offering high rewards ,the director recruited several graduates offering high rewards ,o diretor recrutou vários graduados oferecendo altas recompensas 
 The youth are standing around a drum at a party.,The teens are standing around a drum at a party.,Os jovens estão em pé ao redor de um tambor em uma festa., the youth are standing around a drum at a party ,the teens are standing around a drum at a party ,os jovens estão em pé ao redor de um tambor em uma festa 
