translation,reference,source,translation_clean,reference_clean,source_clean
" Existe um grupo identificável de especialistas que aqui apresentam, que acreditam e transmitem?","Is there an identifiable group of experts that represent you, trust you and transmit you?","Existe um grupo identificável de especialistas que a representam, que acreditam e transmitem?", existe um grupo identificável de especialistas que aqui apresentam que acreditam e transmitem ,is there an identifiable group of experts that represent you trust you and transmit you ,existe um grupo identificável de especialistas que a representam que acreditam e transmitem 
 Um homem montando um cavalo em um rodeio.,A man riding a house in a rodeo.,Um homem montando um cavalo em um rodeio., um homem montando um cavalo em um rodeio ,a man riding a house in a rodeo ,um homem montando um cavalo em um rodeio 
" Dando sofrido faz você saber, mas raramente rico.","The damage you suffer can make you wiser, but rarely richer.","Dano sofrido faz você saber, mas raramente rico.", dando sofrido faz você saber mas raramente rico ,the damage you suffer can make you wiser but rarely richer ,dano sofrido faz você saber mas raramente rico 
 Nenhuma dúvida sobre o modo como o vento sopra.,No doubts about how the wind blows;,Nenhuma dúvida sobre o modo como o vento sopra., nenhuma dúvida sobre o modo como o vento sopra ,no doubts about how the wind blows ,nenhuma dúvida sobre o modo como o vento sopra 
 O equinócio de outono caiu diretamente em seu aniversário.,The autumn equinox fell right on his birthday.,O equinócio de outono caiu diretamente em seu aniversário., o equinócio de outono caiu diretamente em seu aniversário ,the autumn equinox fell right on his birthday ,o equinócio de outono caiu diretamente em seu aniversário 
 Um jovem rapaz caindo na neve com outro menino no fundo.,A young boy falling in the snow with another boy in the background.,um jovem rapaz caindo na neve com outro menino no fundo, um jovem rapaz caindo na neve com outro menino no fundo ,a young boy falling in the snow with another boy in the background ,um jovem rapaz caindo na neve com outro menino no fundo
 Porque esse pesquisador não pode checar seus fatos.,Why can’t that researcher check his facts?,Por que esse pesquisador não pode checar seus fatos?, porque esse pesquisador não pode checar seus fatos ,why can t that researcher check his facts ,por que esse pesquisador não pode checar seus fatos 
 Todos nós esperamos que eu esteja certo.,We all hope that I’m right.,Todos nós esperamos que eu esteja certo., todos nós esperamos que eu esteja certo ,we all hope that i m right ,todos nós esperamos que eu esteja certo 
 Uma rapariga com uma camisa roxa molha a grama.,A girl with a purple shirt waters the lawn.,Uma rapariga com uma camisa roxa? molha a grama., uma rapariga com uma camisa roxa molha a grama ,a girl with a purple shirt waters the lawn ,uma rapariga com uma camisa roxa molha a grama 
 Uma rapariga vestiu-se na roupa asiática tradicional que come uma refeição.,A girl wearing traditional Asian clothing eats a meal.,Uma rapariga vestiu-se na roupa asiática tradicional que come uma refeição., uma rapariga vestiu se na roupa asiática tradicional que come uma refeição ,a girl wearing traditional asian clothing eats a meal ,uma rapariga vestiu se na roupa asiática tradicional que come uma refeição 
 Um cão salta sobre uma cerca de arame em uma pastagem seca.,A dog jumps over a wire fence in a dry pasture.,Um cão salta sobre uma cerca de arame em uma pastagem seca., um cão salta sobre uma cerca de arame em uma pastagem seca ,a dog jumps over a wire fence in a dry pasture ,um cão salta sobre uma cerca de arame em uma pastagem seca 
 A bobina primária tem 50 voltas.,The primary coil has fifty laps.,A bobina primária tem cinquenta voltas., a bobina primária tem 50 voltas ,the primary coil has fifty laps ,a bobina primária tem cinquenta voltas 
 Mas eu tive que fazer isso.,But I had to do it.,Mas eu tive que fazer isso., mas eu tive que fazer isso ,but i had to do it ,mas eu tive que fazer isso 
 Esta família está jantando.,That family is having dinner.,Esta família está jantando., esta família está jantando ,that family is having dinner ,esta família está jantando 
 Essa tomografia embaçada não me ajuda muito com o diagnóstico.,This blurry CAT scan doesn’t help me a lot with the diagnostic.,Essa tomografia embaçada não me ajuda muito com o diagnóstico., essa tomografia embaçada não me ajuda muito com o diagnóstico ,this blurry cat scan doesn t help me a lot with the diagnostic ,essa tomografia embaçada não me ajuda muito com o diagnóstico 
 DOS CRIANÇAS ESTÃO VENDO UMA BOLHA GIGANTE FLUTUAR PELO OR,Two kids are looking at a giant bubble floating through the air.,Duas crianças estão vendo uma bolha gigante flutuar pelo ar., dos crianças estão vendo uma bolha gigante flutuar pelo or,two kids are looking at a giant bubble floating through the air ,duas crianças estão vendo uma bolha gigante flutuar pelo ar 
 Ele elogia o mar e foge dele.,He compliments the sea and runs away from it.,Ele elogia o mar e foge dele., ele elogia o mar e foge dele ,he compliments the sea and runs away from it ,ele elogia o mar e foge dele 
" No que não foi acordado neste acordo, as normas gerais são aplicáveis.","Regarding what was not agreed in this agreement, the general rules apply.","No que não foi acordado neste acordo, as normas gerais são aplicáveis.", no que não foi acordado neste acordo as normas gerais são aplicáveis ,regarding what was not agreed in this agreement the general rules apply ,no que não foi acordado neste acordo as normas gerais são aplicáveis 
" As atividades serão realizadas em toda a Cataluña, tanto pessoalmente como no Hiperespaço.","The activities will be carried out throughout Catalonia, both personally and in hyperspace.","As atividades serão realizadas em toda a Catalunha, tanto pessoalmente como no hiperespaço.", as atividades serão realizadas em toda a cataluña tanto pessoalmente como no hiperespaço ,the activities will be carried out throughout catalonia both personally and in hyperspace ,as atividades serão realizadas em toda a catalunha tanto pessoalmente como no hiperespaço 
 Dua mulheres vestindo saias curtas e sapatos de salto alto falando com o homem.,Two women wearing mini skirts and high heels talking with a man.,Duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem., dua mulheres vestindo saias curtas e sapatos de salto alto falando com o homem ,two women wearing mini skirts and high heels talking with a man ,duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem 
 O que você quer que eu diga?,What do you want me to say?,O que você quer que eu diga?, o que você quer que eu diga ,what do you want me to say ,o que você quer que eu diga 
 Uma mulher está selecionando alimentos frescos de um mercado ao ar livre.,A woman is picking fresh groceries from an outdoor market.,Uma mulher está selecionando alimentos frescos de um mercado ao ar livre., uma mulher está selecionando alimentos frescos de um mercado ao ar livre ,a woman is picking fresh groceries from an outdoor market ,uma mulher está selecionando alimentos frescos de um mercado ao ar livre 
" Em nosso caminho para São Francisco, estávamos ouvindo música reggae e fumando maconha.","On our way to San Francisco, we were listening to reggae music and smoking pot.","Em nosso caminho para São Francisco, estávamos ouvindo música reggae e fumando maconha.", em nosso caminho para são francisco estávamos ouvindo música reggae e fumando maconha ,on our way to san francisco we were listening to reggae music and smoking pot ,em nosso caminho para são francisco estávamos ouvindo música reggae e fumando maconha 
 Um homem de camisa preta está cantando em um microfone.,A man in a black shirt is singing into a microphone.,um homem de camisa preta está cantando em um microfone., um homem de camisa preta está cantando em um microfone ,a man in a black shirt is singing into a microphone ,um homem de camisa preta está cantando em um microfone 
 Uma pessoa asiática mais velha mistura vegetais em uma grande cuba.,An older Asian lady is mixing vegetables in a large vat.,Uma pessoa asiática mais velha mistura vegetais em uma grande cuba, uma pessoa asiática mais velha mistura vegetais em uma grande cuba ,an older asian lady is mixing vegetables in a large vat ,uma pessoa asiática mais velha mistura vegetais em uma grande cuba
 Duas mulheres caminhando em uma área de indigência.,Two women walking in a poor neighborhood.,duas mulheres caminhando em uma área de indigência., duas mulheres caminhando em uma área de indigência ,two women walking in a poor neighborhood ,duas mulheres caminhando em uma área de indigência 
 Uma menina dança na calçada.,A girl dances on the sidewalk.,Uma menina dança na calçada., uma menina dança na calçada ,a girl dances on the sidewalk ,uma menina dança na calçada 
" O menino pulou também, mas longe do alquimista.","The boy jumped too, but farther away from the alchemist.","O menino pulou também?, mas longe do alquimista.", o menino pulou também mas longe do alquimista ,the boy jumped too but farther away from the alchemist ,o menino pulou também mas longe do alquimista 
 Uma família andando pela rua,A family walking down the street.,Uma família andando pela rua., uma família andando pela rua,a family walking down the street ,uma família andando pela rua 
 Ela cantou enquanto derramava limonada por toda a bancada.,He sang while he spilled lemonade all across the bench.,Ela cantou enquanto derramava limonada por toda a bancada., ela cantou enquanto derramava limonada por toda a bancada ,he sang while he spilled lemonade all across the bench ,ela cantou enquanto derramava limonada por toda a bancada 
