,transcription,sentence,translation,transcription_clean,sentence_clean,translation_clean
879, O homem e oa mulher senta de uma missa.,Um homem e uma mulher sentada em uma mesa.,A man and a woman sitting in a table., o homem e oa mulher senta de uma missa ,um homem e uma mulher sentada em uma mesa ,a man and a woman sitting in a table 
880, Uma criança usa um diâmpere vermelho enquanto segura três o rinquedos da píngsa.,Uma criança usa um jumper vermelho enquanto segura três brinquedos da Pixar.,A child using a red jumper while holding three Pixar toys., uma criança usa um diâmpere vermelho enquanto segura três o rinquedos da píngsa ,uma criança usa um jumper vermelho enquanto segura três brinquedos da pixar ,a child using a red jumper while holding three pixar toys 
881, Garota-se em trate de banho de mãos dados e polando na água.,Garotas em trajes de banho? de mãos dadas e pulando na água.,Girls in swimsuits holding hands and jumping in the water., garota se em trate de banho de mãos dados e polando na água ,garotas em trajes de banho de mãos dadas e pulando na água ,girls in swimsuits holding hands and jumping in the water 
882, Uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha.,"Uma mulher está sendo perseguida por uma criança na praia, enquanto um homem olha.","A woman is being chased by a kid on the beach, while a man looks.", uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha ,uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha ,a woman is being chased by a kid on the beach while a man looks 
883, Uma mulher batendo algo com uma cupóxia com uma cobaia no fundo.,Uma mulher batendo algo com uma rocha? com uma cobaia no fundo.,"A woman hitting something with a rock, with a guinea pig in the background.", uma mulher batendo algo com uma cupóxia com uma cobaia no fundo ,uma mulher batendo algo com uma rocha com uma cobaia no fundo ,a woman hitting something with a rock with a guinea pig in the background 
884, Existe um grupo identificado de especialistas que acreditam e transmitem?,"Existe um grupo identificável de especialistas que a representam, que acreditam e transmitem?","Is there an identifiable group of experts that represent you, trust you and transmit you?", existe um grupo identificado de especialistas que acreditam e transmitem ,existe um grupo identificável de especialistas que a representam que acreditam e transmitem ,is there an identifiable group of experts that represent you trust you and transmit you 
885, O homem montando um cavalo em um rodeio.,Um homem montando um cavalo em um rodeio.,A man riding a house in a rodeo., o homem montando um cavalo em um rodeio ,um homem montando um cavalo em um rodeio ,a man riding a house in a rodeo 
886, dando sofrindo faz o césarber mas raramente rico,"Dano sofrido faz você saber, mas raramente rico.","The damage you suffer can make you wiser, but rarely richer.", dando sofrindo faz o césarber mas raramente rico,dano sofrido faz você saber mas raramente rico ,the damage you suffer can make you wiser but rarely richer 
887, nenhuma dúvida sobre o modo como o vento sobra.,Nenhuma dúvida sobre o modo como o vento sopra.,No doubts about how the wind blows;, nenhuma dúvida sobre o modo como o vento sobra ,nenhuma dúvida sobre o modo como o vento sopra ,no doubts about how the wind blows 
888, O equinosto de outono caiu diretamente em seu aniversário.,O equinócio de outono caiu diretamente em seu aniversário.,The autumn equinox fell right on his birthday., o equinosto de outono caiu diretamente em seu aniversário ,o equinócio de outono caiu diretamente em seu aniversário ,the autumn equinox fell right on his birthday 
889, O jovem rapaz caindo na neve com o outro menino no fundo.,um jovem rapaz caindo na neve com outro menino no fundo,A young boy falling in the snow with another boy in the background., o jovem rapaz caindo na neve com o outro menino no fundo ,um jovem rapaz caindo na neve com outro menino no fundo,a young boy falling in the snow with another boy in the background 
890, O que esse pesquisador não pode se acarcer os fatos.,Por que esse pesquisador não pode checar seus fatos?,Why can’t that researcher check his facts?, o que esse pesquisador não pode se acarcer os fatos ,por que esse pesquisador não pode checar seus fatos ,why can t that researcher check his facts 
891, Todos nós esperamos que o esteja certo.,Todos nós esperamos que eu esteja certo.,We all hope that I’m right., todos nós esperamos que o esteja certo ,todos nós esperamos que eu esteja certo ,we all hope that i m right 
892," Uma rapariga com uma camisa vocha, uma olhada agrada.",Uma rapariga com uma camisa roxa? molha a grama.,A girl with a purple shirt waters the lawn., uma rapariga com uma camisa vocha uma olhada agrada ,uma rapariga com uma camisa roxa molha a grama ,a girl with a purple shirt waters the lawn 
893, Uma rapariga festiu-se na roupa asiática tradicional e como uma refeição.,Uma rapariga vestiu-se na roupa asiática tradicional que come uma refeição.,A girl wearing traditional Asian clothing eats a meal., uma rapariga festiu se na roupa asiática tradicional e como uma refeição ,uma rapariga vestiu se na roupa asiática tradicional que come uma refeição ,a girl wearing traditional asian clothing eats a meal 
894, Um gão salta sobre uma cerca de arame em uma pastagem seca.,Um cão salta sobre uma cerca de arame em uma pastagem seca.,A dog jumps over a wire fence in a dry pasture., um gão salta sobre uma cerca de arame em uma pastagem seca ,um cão salta sobre uma cerca de arame em uma pastagem seca ,a dog jumps over a wire fence in a dry pasture 
895, A bobina primária tem 50 voltas.,A bobina primária tem cinquenta voltas.,The primary coil has fifty laps., a bobina primária tem 50 voltas ,a bobina primária tem cinquenta voltas ,the primary coil has fifty laps 
896, Mas eu tive que fazer isso.,Mas eu tive que fazer isso.,But I had to do it., mas eu tive que fazer isso ,mas eu tive que fazer isso ,but i had to do it 
897, Essa tua família está jantando.,Esta família está jantando.,That family is having dinner., essa tua família está jantando ,esta família está jantando ,that family is having dinner 
898, Essa tomografia é embaçada não me ajuda muito com o diagnóstico.,Essa tomografia embaçada não me ajuda muito com o diagnóstico.,This blurry CAT scan doesn’t help me a lot with the diagnostic., essa tomografia é embaçada não me ajuda muito com o diagnóstico ,essa tomografia embaçada não me ajuda muito com o diagnóstico ,this blurry cat scan doesn t help me a lot with the diagnostic 
899, Dossas crianças estão vendo a boa e gigante flutora pelo ar.,Duas crianças estão vendo uma bolha gigante flutuar pelo ar.,Two kids are looking at a giant bubble floating through the air., dossas crianças estão vendo a boa e gigante flutora pelo ar ,duas crianças estão vendo uma bolha gigante flutuar pelo ar ,two kids are looking at a giant bubble floating through the air 
900, Ele elogiu o mar e foge o dele.,Ele elogia o mar e foge dele.,He compliments the sea and runs away from it., ele elogiu o mar e foge o dele ,ele elogia o mar e foge dele ,he compliments the sea and runs away from it 
901," No que não foi acordado neste acordo, as novas gerais são aplicáveis.","No que não foi acordado neste acordo, as normas gerais são aplicáveis.","Regarding what was not agreed in this agreement, the general rules apply.", no que não foi acordado neste acordo as novas gerais são aplicáveis ,no que não foi acordado neste acordo as normas gerais são aplicáveis ,regarding what was not agreed in this agreement the general rules apply 
902," As atividades serão realizadas em toda a Catalanha, tanto pessoalmente como no Iper espaço.","As atividades serão realizadas em toda a Catalunha, tanto pessoalmente como no hiperespaço.","The activities will be carried out throughout Catalonia, both personally and in hyperspace.", as atividades serão realizadas em toda a catalanha tanto pessoalmente como no iper espaço ,as atividades serão realizadas em toda a catalunha tanto pessoalmente como no hiperespaço ,the activities will be carried out throughout catalonia both personally and in hyperspace 
903," Duz mulheres vestindo saias curtas, e essa parte de gestar o alto falando com o homem.",Duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem.,Two women wearing mini skirts and high heels talking with a man., duz mulheres vestindo saias curtas e essa parte de gestar o alto falando com o homem ,duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem ,two women wearing mini skirts and high heels talking with a man 
904, O que você quer que eu diga?,O que você quer que eu diga?,What do you want me to say?, o que você quer que eu diga ,o que você quer que eu diga ,what do you want me to say 
905, Uma mulher está selecionando alimentos frescos de um mercado ao ar livre.,Uma mulher está selecionando alimentos frescos de um mercado ao ar livre.,A woman is picking fresh groceries from an outdoor market., uma mulher está selecionando alimentos frescos de um mercado ao ar livre ,uma mulher está selecionando alimentos frescos de um mercado ao ar livre ,a woman is picking fresh groceries from an outdoor market 
